source,target,thickness,material
57,188,1.00000000,beam_material_b
58,59,1.00000000,beam_material_b
58,118,1.00000000,beam_material_a
59,115,1.00000000,beam_material_b
59,116,1.00000000,beam_material_a
60,125,1.00000000,beam_material_a
60,307,1.00000000,beam_material_b
60,308,1.00000000,beam_material_a
61,65,1.00000000,beam_material_b
61,131,1.00000000,beam_material_b
61,135,1.00000000,beam_material_b
62,63,1.00000000,beam_material_b
62,132,1.00000000,beam_material_a
63,64,1.00000000,beam_material_a
64,65,1.00000000,beam_material_a
64,120,1.00000000,beam_material_a
66,138,1.00000000,beam_material_a
66,159,1.00000000,beam_material_a
66,175,1.00000000,beam_material_b
67,68,1.00000000,beam_material_a
67,90,1.00000000,beam_material_b
68,69,1.00000000,beam_material_b
69,71,1.00000000,beam_material_b
70,71,1.00000000,beam_material_b
70,91,1.00000000,beam_material_a
70,134,1.00000000,beam_material_a
72,73,1.00000000,beam_material_b
72,76,1.00000000,beam_material_b
73,74,1.00000000,beam_material_b
74,75,1.00000000,beam_material_a
75,76,1.00000000,beam_material_a
76,140,1.00000000,beam_material_a
77,78,1.00000000,beam_material_a
77,298,1.00000000,beam_material_a
78,299,1.00000000,beam_material_b
79,80,1.00000000,beam_material_a
79,219,1.00000000,beam_material_b
79,312,1.00000000,beam_material_a
80,154,1.00000000,beam_material_a
81,84,1.00000000,beam_material_a
81,210,1.00000000,beam_material_a
82,83,1.00000000,beam_material_a
82,84,1.00000000,beam_material_a
83,87,1.00000000,beam_material_a
83,215,1.00000000,beam_material_b
84,150,1.00000000,beam_material_b
85,87,1.00000000,beam_material_a
85,89,1.00000000,beam_material_b
85,153,1.00000000,beam_material_a
86,87,1.00000000,beam_material_b
86,91,1.00000000,beam_material_a
86,133,1.00000000,beam_material_b
88,89,1.00000000,beam_material_a
88,90,1.00000000,beam_material_a
88,128,1.00000000,beam_material_b
90,91,1.00000000,beam_material_a
92,200,1.00000000,beam_material_b
92,275,1.00000000,beam_material_b
92,335,1.00000000,beam_material_b
93,94,1.00000000,beam_material_a
93,222,1.00000000,beam_material_a
94,95,1.00000000,beam_material_b
94,244,1.00000000,beam_material_b
95,160,1.00000000,beam_material_a
96,97,1.00000000,beam_material_b
96,166,1.00000000,beam_material_a
96,197,1.00000000,beam_material_b
97,98,1.00000000,beam_material_b
98,105,1.00000000,beam_material_b
98,165,1.00000000,beam_material_b
99,101,1.00000000,beam_material_a
99,169,1.00000000,beam_material_b
100,102,1.00000000,beam_material_b
100,171,1.00000000,beam_material_a
101,102,1.00000000,beam_material_a
101,184,1.00000000,beam_material_b
102,237,1.00000000,beam_material_a
103,108,1.00000000,beam_material_a
103,172,1.00000000,beam_material_a
104,105,1.00000000,beam_material_a
104,176,1.00000000,beam_material_a
105,106,1.00000000,beam_material_a
106,108,1.00000000,beam_material_b
106,227,1.00000000,beam_material_b
107,108,1.00000000,beam_material_a
107,179,1.00000000,beam_material_b
109,186,1.00000000,beam_material_b
109,304,1.00000000,beam_material_a
110,183,1.00000000,beam_material_a
110,234,1.00000000,beam_material_b
110,326,1.00000000,beam_material_b
111,112,1.00000000,beam_material_a
111,113,1.00000000,beam_material_a
112,189,1.00000000,beam_material_b
113,329,1.00000000,beam_material_b
114,115,1.00000000,beam_material_a
114,190,1.00000000,beam_material_a
115,196,1.00000000,beam_material_a
116,123,1.00000000,beam_material_a
116,167,1.00000000,beam_material_a
117,118,1.00000000,beam_material_a
117,119,1.00000000,beam_material_a
118,123,1.00000000,beam_material_a
119,120,1.00000000,beam_material_b
120,121,1.00000000,beam_material_b
121,122,1.00000000,beam_material_b
122,123,1.00000000,beam_material_a
122,164,1.00000000,beam_material_a
124,125,1.00000000,beam_material_b
124,128,1.00000000,beam_material_b
125,309,1.00000000,beam_material_a
126,127,1.00000000,beam_material_a
126,310,1.00000000,beam_material_a
126,311,1.00000000,beam_material_b
127,129,1.00000000,beam_material_b
127,313,1.00000000,beam_material_a
128,129,1.00000000,beam_material_a
130,131,1.00000000,beam_material_b
130,133,1.00000000,beam_material_a
131,132,1.00000000,beam_material_b
132,134,1.00000000,beam_material_b
133,134,1.00000000,beam_material_b
135,136,1.00000000,beam_material_b
135,209,1.00000000,beam_material_b
136,137,1.00000000,beam_material_b
137,138,1.00000000,beam_material_a
137,232,1.00000000,beam_material_a
138,249,1.00000000,beam_material_b
139,140,1.00000000,beam_material_a
139,314,1.00000000,beam_material_a
140,142,1.00000000,beam_material_b
141,142,1.00000000,beam_material_a
141,315,1.00000000,beam_material_b
143,206,1.00000000,beam_material_b
143,333,1.00000000,beam_material_a
143,334,1.00000000,beam_material_b
144,145,1.00000000,beam_material_b
144,155,1.00000000,beam_material_b
144,347,1.00000000,beam_material_a
145,207,1.00000000,beam_material_b
145,254,1.00000000,beam_material_a
146,148,1.00000000,beam_material_a
146,208,1.00000000,beam_material_b
146,255,1.00000000,beam_material_b
147,148,1.00000000,beam_material_b
147,149,1.00000000,beam_material_b
147,211,1.00000000,beam_material_b
148,287,1.00000000,beam_material_b
149,150,1.00000000,beam_material_a
149,256,1.00000000,beam_material_a
150,212,1.00000000,beam_material_a
151,152,1.00000000,beam_material_b
151,328,1.00000000,beam_material_b
151,346,1.00000000,beam_material_a
152,214,1.00000000,beam_material_a
152,327,1.00000000,beam_material_a
153,154,1.00000000,beam_material_b
153,216,1.00000000,beam_material_a
154,218,1.00000000,beam_material_b
155,277,1.00000000,beam_material_b
155,348,1.00000000,beam_material_b
156,220,1.00000000,beam_material_a
156,316,1.00000000,beam_material_a
156,317,1.00000000,beam_material_b
157,272,1.00000000,beam_material_b
157,318,1.00000000,beam_material_b
157,319,1.00000000,beam_material_a
158,163,1.00000000,beam_material_b
158,243,1.00000000,beam_material_b
158,247,1.00000000,beam_material_b
159,162,1.00000000,beam_material_a
159,248,1.00000000,beam_material_b
160,161,1.00000000,beam_material_b
160,163,1.00000000,beam_material_a
161,173,1.00000000,beam_material_b
162,163,1.00000000,beam_material_a
162,174,1.00000000,beam_material_a
164,167,1.00000000,beam_material_b
164,226,1.00000000,beam_material_b
165,166,1.00000000,beam_material_a
165,229,1.00000000,beam_material_a
166,167,1.00000000,beam_material_a
168,169,1.00000000,beam_material_b
168,320,1.00000000,beam_material_a
169,171,1.00000000,beam_material_a
170,171,1.00000000,beam_material_b
170,321,1.00000000,beam_material_b
172,173,1.00000000,beam_material_a
172,228,1.00000000,beam_material_b
173,174,1.00000000,beam_material_b
174,175,1.00000000,beam_material_a
175,231,1.00000000,beam_material_b
176,177,1.00000000,beam_material_b
176,179,1.00000000,beam_material_b
177,180,1.00000000,beam_material_a
178,179,1.00000000,beam_material_a
178,181,1.00000000,beam_material_b
180,181,1.00000000,beam_material_a
182,183,1.00000000,beam_material_b
182,184,1.00000000,beam_material_a
182,236,1.00000000,beam_material_a
183,324,1.00000000,beam_material_b
184,325,1.00000000,beam_material_b
185,186,1.00000000,beam_material_a
185,187,1.00000000,beam_material_b
186,235,1.00000000,beam_material_a
187,239,1.00000000,beam_material_a
188,189,1.00000000,beam_material_b
188,190,1.00000000,beam_material_b
189,192,1.00000000,beam_material_b
190,191,1.00000000,beam_material_a
191,195,1.00000000,beam_material_b
191,241,1.00000000,beam_material_a
192,330,1.00000000,beam_material_b
192,349,1.00000000,beam_material_a
193,194,1.00000000,beam_material_b
193,240,1.00000000,beam_material_a
193,345,1.00000000,beam_material_a
194,195,1.00000000,beam_material_b
194,199,1.00000000,beam_material_a
195,196,1.00000000,beam_material_a
196,197,1.00000000,beam_material_a
197,198,1.00000000,beam_material_b
198,199,1.00000000,beam_material_a
199,344,1.00000000,beam_material_a
200,201,1.00000000,beam_material_b
200,331,1.00000000,beam_material_a
201,202,1.00000000,beam_material_a
201,260,1.00000000,beam_material_b
202,204,1.00000000,beam_material_b
202,332,1.00000000,beam_material_b
203,204,1.00000000,beam_material_b
203,270,1.00000000,beam_material_a
203,336,1.00000000,beam_material_b
204,206,1.00000000,beam_material_a
205,206,1.00000000,beam_material_a
205,337,1.00000000,beam_material_a
205,338,1.00000000,beam_material_b
207,208,1.00000000,beam_material_a
207,278,1.00000000,beam_material_b
208,266,1.00000000,beam_material_b
209,210,1.00000000,beam_material_b
209,250,1.00000000,beam_material_a
210,211,1.00000000,beam_material_a
211,246,1.00000000,beam_material_a
212,215,1.00000000,beam_material_b
212,252,1.00000000,beam_material_b
213,214,1.00000000,beam_material_a
213,216,1.00000000,beam_material_b
213,217,1.00000000,beam_material_a
214,251,1.00000000,beam_material_a
215,216,1.00000000,beam_material_b
217,218,1.00000000,beam_material_b
217,339,1.00000000,beam_material_a
218,219,1.00000000,beam_material_a
219,340,1.00000000,beam_material_b
220,221,1.00000000,beam_material_a
220,257,1.00000000,beam_material_a
221,222,1.00000000,beam_material_a
222,259,1.00000000,beam_material_b
223,224,1.00000000,beam_material_b
223,341,1.00000000,beam_material_b
224,342,1.00000000,beam_material_a
224,343,1.00000000,beam_material_a
225,226,1.00000000,beam_material_a
225,233,1.00000000,beam_material_a
226,230,1.00000000,beam_material_b
227,228,1.00000000,beam_material_a
227,229,1.00000000,beam_material_b
228,231,1.00000000,beam_material_a
229,230,1.00000000,beam_material_a
230,233,1.00000000,beam_material_a
231,232,1.00000000,beam_material_a
232,233,1.00000000,beam_material_b
234,235,1.00000000,beam_material_a
234,236,1.00000000,beam_material_a
235,239,1.00000000,beam_material_b
236,237,1.00000000,beam_material_a
237,238,1.00000000,beam_material_a
238,239,1.00000000,beam_material_b
240,241,1.00000000,beam_material_b
240,350,1.00000000,beam_material_a
241,351,1.00000000,beam_material_b
242,244,1.00000000,beam_material_b
242,258,1.00000000,beam_material_a
242,280,1.00000000,beam_material_b
243,244,1.00000000,beam_material_a
243,283,1.00000000,beam_material_b
245,246,1.00000000,beam_material_a
245,247,1.00000000,beam_material_a
245,286,1.00000000,beam_material_a
246,250,1.00000000,beam_material_a
247,248,1.00000000,beam_material_a
248,249,1.00000000,beam_material_a
249,250,1.00000000,beam_material_b
251,252,1.00000000,beam_material_a
251,253,1.00000000,beam_material_a
252,256,1.00000000,beam_material_a
253,254,1.00000000,beam_material_b
253,352,1.00000000,beam_material_a
254,255,1.00000000,beam_material_a
255,256,1.00000000,beam_material_a
257,259,1.00000000,beam_material_a
257,273,1.00000000,beam_material_a
258,259,1.00000000,beam_material_b
258,269,1.00000000,beam_material_b
260,261,1.00000000,beam_material_b
260,263,1.00000000,beam_material_b
261,262,1.00000000,beam_material_b
261,271,1.00000000,beam_material_a
262,263,1.00000000,beam_material_a
262,265,1.00000000,beam_material_b
263,274,1.00000000,beam_material_a
264,265,1.00000000,beam_material_b
264,268,1.00000000,beam_material_b
264,281,1.00000000,beam_material_a
265,267,1.00000000,beam_material_b
266,267,1.00000000,beam_material_a
266,282,1.00000000,beam_material_a
267,279,1.00000000,beam_material_b
268,269,1.00000000,beam_material_a
268,271,1.00000000,beam_material_b
269,273,1.00000000,beam_material_b
270,271,1.00000000,beam_material_a
270,272,1.00000000,beam_material_a
272,273,1.00000000,beam_material_b
274,275,1.00000000,beam_material_a
274,279,1.00000000,beam_material_b
275,276,1.00000000,beam_material_b
276,353,1.00000000,beam_material_a
276,355,1.00000000,beam_material_b
277,278,1.00000000,beam_material_b
277,354,1.00000000,beam_material_a
278,279,1.00000000,beam_material_a
280,281,1.00000000,beam_material_a
280,284,1.00000000,beam_material_a
281,282,1.00000000,beam_material_a
282,285,1.00000000,beam_material_a
283,284,1.00000000,beam_material_b
283,286,1.00000000,beam_material_a
284,285,1.00000000,beam_material_b
285,287,1.00000000,beam_material_b
286,287,1.00000000,beam_material_b
